taxonomy	host	function	symbiont_phylum	symbiont_order	symbiont_genus	host_order	host_family	description	evidence	genome_id	journal	evidence_level
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Cletus punctigerr	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Cletus rusticus	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Cletus rusticus	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Riptortus linearis	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Riptortus linearis	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptocorisa chinensis	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptocorisa chinensis	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptocorisa acuta	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptocorisa acuta	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptocorisa oratoria	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptocorisa oratoria	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Megalotomus costalis	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Megalotomus costalis	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Daclera levana	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Daclera levana	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Paraplesius unicolor	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Paraplesius unicolor	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Riptortus clavatu	amino acid provision	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Riptortus clavatu	vitamin supplementation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia provides nutritional components, such as vitamins and essential amino acids, which are often deficient in the plant sap diet.	10.1038/ismej.2010.150		The ISME Journal	3
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__Enterococcus faecalis	Harpalus pensylvanicus	plant biomass digestion	Bacillota	Lactobacillales	Enterococcus	Coleoptera	Carabidae	Enterococcus faecalis contributes to seed digestion.	10.1371/journal.pone.0010831		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Blochmanniella; s__*	Camponotus floridanus	nitrogen fixation	Pseudomonadota	Enterobacterales	Candidatus Blochmanniella	Hymenoptera	Formicidae	Candidatus Blochmanniella floridana contributes to host metabolism through the production of essential amino acids and urease-mediated nitrogen recycling.	10.1186/1471-2180-10-308		BMC MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Blochmanniella; s__*	Camponotus floridanus	amino acid provision	Pseudomonadota	Enterobacterales	Candidatus Blochmanniella	Hymenoptera	Formicidae	Candidatus Blochmanniella floridana contributes to host metabolism through the production of essential amino acids and urease-mediated nitrogen recycling.	10.1186/1471-2180-10-308		BMC MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__*; f__*; g__Candidatus Nardonella; s__*	Euscepes postfasciatus	growth regulation	Pseudomonadota		Candidatus Nardonella	Coleoptera	Curculionidae	Nardonella spp. (endosymbiont) is involved in the normal growth and development of the host weevil.	10.1371/journal.pone.0013101		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__*; f__*; g__Candidatus Nardonella; s__*	Euscepes postfasciatus	developmental modulation	Pseudomonadota		Candidatus Nardonella	Coleoptera	Curculionidae	Nardonella spp. (endosymbiont) is involved in the normal growth and development of the host weevil.	10.1371/journal.pone.0013101		PLOS ONE	2
d__Bacteria; p__Bacteroidota; c__*; o__Flavobacteriales; f__*; g__Candidatus Karelsulcia; s__*	Clastoptera arizonana	amino acid provision	Bacteroidota	Flavobacteriales	Candidatus Karelsulcia	Hemiptera	Clastopteridae	Sulcia muelleri is involved in the production of seven essential amino acids (leucine, isoleucine, valine, threonine, lysine, arginine, and phenylalanine).	10.1093/gbe/evq055		GENOME BIOLOGY AND EVOLUTION	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Candidatus Zinderia; s__*	Clastoptera arizonana	amino acid provision	Pseudomonadota	Burkholderiales	Candidatus Zinderia	Hemiptera	Clastopteridae	Candidatus Zinderia insecticola has gene homologs for the production of tryptophan, methionine, and histidine.	10.1093/gbe/evq055		Genome Biology and Evolution	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Riesia; s__*	Pediculus humanus humanus	amino acid provision	Pseudomonadota	Enterobacterales	Candidatus Riesia	Phthiraptera	Pediculidae	Candidatus Riesia pediculicola supplements the body louse's nutritionally deficient blood diet.	10.1073/pnas.1003379107		Proceedings of the National Academy of Sciences of the United States of America	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Riesia; s__*	Pediculus humanus humanus	vitamin supplementation	Pseudomonadota	Enterobacterales	Candidatus Riesia	Phthiraptera	Pediculidae	Candidatus Riesia pediculicola supplements the body louse's nutritionally deficient blood diet.	10.1073/pnas.1003379107		Proceedings of the National Academy of Sciences of the United States of America	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Buchnera; s__Buchnera aphidicola	Acyrthosiphon pisum	amino acid provision	Pseudomonadota	Enterobacterales	Buchnera	Hemiptera	Aphididae	Buchnera aphidicola complements aphid genes in purine metabolism, and the bacterium can meet its nucleotide requirement from aphid-derived guanosine.	10.1111/j.1365-2583.2009.00945.x		INSECT MOLECULAR BIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Buchnera; s__Buchnera aphidicola	Acyrthosiphon pisum	amino acid provision	Pseudomonadota	Enterobacterales	Buchnera	Hemiptera	Aphididae	Buchnera aphidicola (APS) produces arginine, compensating for the pea aphid's lack of capacity to synthesize this amino acid.	10.1111/j.1365-2583.2009.00942.x		INSECT MOLECULAR BIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Aeromonadales; f__*; g__Aeromonas; s__*	Bombyx mori	cellulose hydrolysis	Pseudomonadota	Aeromonadales	Aeromonas	Lepidoptera	Bombycidae	Aeromonas sp. is able to utilize CM-cellulose and xylan, indicating degradation capabilities for various carbohydrates including pectin and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Aeromonadales; f__*; g__Aeromonas; s__*	Bombyx mori	xylan hydrolysis	Pseudomonadota	Aeromonadales	Aeromonas	Lepidoptera	Bombycidae	Aeromonas sp. is able to utilize CM-cellulose and xylan, indicating degradation capabilities for various carbohydrates including pectin and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Aeromonadales; f__*; g__Aeromonas; s__*	Bombyx mori	carbohydrate metabolism	Pseudomonadota	Aeromonadales	Aeromonas	Lepidoptera	Bombycidae	Aeromonas sp. is able to utilize CM-cellulose and xylan, indicating degradation capabilities for various carbohydrates including pectin and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Aeromonadales; f__*; g__Aeromonas; s__*	Bombyx mori	pectin hydrolysis	Pseudomonadota	Aeromonadales	Aeromonas	Lepidoptera	Bombycidae	Aeromonas sp. is able to utilize CM-cellulose and xylan, indicating degradation capabilities for various carbohydrates including pectin and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus circulans	Bombyx mori	cellulose hydrolysis	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus circulans degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus circulans	Bombyx mori	xylan hydrolysis	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus circulans degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus circulans	Bombyx mori	carbohydrate metabolism	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus circulans degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus circulans	Bombyx mori	pectin hydrolysis	Bacillota	Bacillales	Bacillus	Lepidoptera	Bombycidae	Bacillus circulans degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Bombyx mori	cellulose hydrolysis	Pseudomonadota	Enterobacterales	Citrobacter	Lepidoptera	Bombycidae	Citrobacter freundii degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Bombyx mori	xylan hydrolysis	Pseudomonadota	Enterobacterales	Citrobacter	Lepidoptera	Bombycidae	Citrobacter freundii degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Bombyx mori	carbohydrate metabolism	Pseudomonadota	Enterobacterales	Citrobacter	Lepidoptera	Bombycidae	Citrobacter freundii degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Bombyx mori	pectin hydrolysis	Pseudomonadota	Enterobacterales	Citrobacter	Lepidoptera	Bombycidae	Citrobacter freundii degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella pneumoniae	Bombyx mori	cellulose hydrolysis	Pseudomonadota	Enterobacterales	Klebsiella	Lepidoptera	Bombycidae	Klebsiella pneumoniae degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella pneumoniae	Bombyx mori	xylan hydrolysis	Pseudomonadota	Enterobacterales	Klebsiella	Lepidoptera	Bombycidae	Klebsiella pneumoniae degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella pneumoniae	Bombyx mori	carbohydrate metabolism	Pseudomonadota	Enterobacterales	Klebsiella	Lepidoptera	Bombycidae	Klebsiella pneumoniae degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella pneumoniae	Bombyx mori	pectin hydrolysis	Pseudomonadota	Enterobacterales	Klebsiella	Lepidoptera	Bombycidae	Klebsiella pneumoniae degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Proteus; s__Proteus vulgaris	Bombyx mori	cellulose hydrolysis	Pseudomonadota	Enterobacterales	Proteus	Lepidoptera	Bombycidae	Proteus vulgaris degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Proteus; s__Proteus vulgaris	Bombyx mori	xylan hydrolysis	Pseudomonadota	Enterobacterales	Proteus	Lepidoptera	Bombycidae	Proteus vulgaris degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Proteus; s__Proteus vulgaris	Bombyx mori	carbohydrate metabolism	Pseudomonadota	Enterobacterales	Proteus	Lepidoptera	Bombycidae	Proteus vulgaris degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Proteus; s__Proteus vulgaris	Bombyx mori	pectin hydrolysis	Pseudomonadota	Enterobacterales	Proteus	Lepidoptera	Bombycidae	Proteus vulgaris degrades cellulose, xylan, pectin, and starch.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia liquefaciens	Bombyx mori	cellulose hydrolysis	Pseudomonadota	Enterobacterales	Serratia	Lepidoptera	Bombycidae	Serratia liquefaciens is able to utilize three polysaccharides, including CM-cellulose, xylan, and pectin.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia liquefaciens	Bombyx mori	xylan hydrolysis	Pseudomonadota	Enterobacterales	Serratia	Lepidoptera	Bombycidae	Serratia liquefaciens is able to utilize three polysaccharides, including CM-cellulose, xylan, and pectin.	10.1673/031.010.10701		Journal of Insect Science (Online)	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Hypolimnas bolina	male killing	Pseudomonadota	Rickettsiales	Wolbachia	Lepidoptera	Nymphalidae	Wolbachia causes male-killing, in which the symbionts kill the male progeny of infected females.	10.1007/978-3-642-12340-5_13		Evolutionary Biology	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Diabrotica virgifera virgifera	plant defense modulation	Pseudomonadota	Rickettsiales	Wolbachia	Coleoptera	Chrysomelidae	Wolbachia mediates the down-regulation of many maize defenses via its insect host.	10.1371/journal.pone.0011339		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Diabrotica virgifera virgifera	plant defense modulation	Pseudomonadota	Rickettsiales	Wolbachia	Coleoptera	Chrysomelidae	Wolbachia influences the down-regulation of defense genes in maize.	10.1371/journal.pone.0011339		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Diabrotica virgifera	plant defense modulation	Pseudomonadota	Rickettsiales	Wolbachia	Coleoptera	Chrysomelidae	Wolbachia sp. mediates the silencing of maize (host plant) defense induction via its insect host.	10.1371/journal.pone.0011339		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Sodalis; s__Sodalis glossinidius	Glossina morsitans	other	Pseudomonadota	Enterobacterales	Sodalis	Diptera	Glossinidae	Sodalis glossinidius retains a thiamine ABC transporter ($tbpAthiPQ$) believed to salvage thiamine.	10.1098/rspb.2010.0364		PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Wigglesworthia; s__Wigglesworthia glossinidia	Glossina morsitans	chemical biosynthesis	Pseudomonadota	Enterobacterales	Wigglesworthia	Diptera	Glossinidae	Wigglesworthia glossinidia can synthesize thiamine.	10.1098/rspb.2010.0364		PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Phyllonorycter blancardella	other	Pseudomonadota	Rickettsiales	Wolbachia	Lepidoptera	Gracillariidae	Wolbachia (possibly) manipulates the physiology of its host plant, resulting in the green-island phenotype.	10.1098/rspb.2010.0214		PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Phyllonorycter blancardella	other	Pseudomonadota	Rickettsiales	Wolbachia	Lepidoptera	Gracillariidae	"Wolbachia sp. maintains chlorophyll and a nutrient-rich ""green island"" (insect feeding site) in senescent leaves of the host plant to increase host insect fitness."	10.1098/rspb.2010.0214		PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Rickettsia; s__*	Pnigalio soemius	parthenogenesis	Pseudomonadota	Rickettsiales	Rickettsia	Hymenoptera	Eulophidae	Rickettsia causes parthenogenetic reproduction in the parasitoid wasp.	10.1128/AEM.03154-09		APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Mycoplasmatota; c__*; o__Entomoplasmatales; f__*; g__Spiroplasma; s__*	Drosophila hydei	natural enemy resistance	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Diptera	Drosophilidae	Spiroplasma enhances the survival of Drosophila hydei when attacked by the parasitic wasp Leptopilina heterotoma.	10.1371/journal.pone.0012149		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Legionellales; f__*; g__Rickettsiella; s__*	Acyrthosiphon pisum	pigmentation alteration	Pseudomonadota	Legionellales	Rickettsiella	Hemiptera	Aphididae	Rickettsiella changes the insects' body color from red to green in natural populations.	10.1126/science.1195463		SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Legionellales; f__*; g__Rickettsiella; s__*	Acyrthosiphon pisum	pigmentation alteration	Pseudomonadota	Legionellales	Rickettsiella	Hemiptera	Aphididae	Rickettsiella changes the insects' body color from red to green by increasing blue-green polycyclic quinones while having less effect on yellow-red carotenoid pigments.	10.1126/science.1195463		SCIENCE	3
d__Bacteria; p__Actinomycetota; c__*; o__Kitasatosporales; f__*; g__Streptomyces; s__*	Trachypus denticollis	antimicrobial activity	Actinomycetota	Kitasatosporales	Streptomyces	Hymenoptera	Crabronidae	Candidatus Streptomyces philanthi provides protection for the beewolf larva against pathogens by producing a cocktail of antibiotic substances.	10.1111/j.1365-3032.2010.00729.x		PHYSIOLOGICAL ENTOMOLOGY	2
d__Bacteria; p__Actinomycetota; c__*; o__Kitasatosporales; f__*; g__Streptomyces; s__*	Trachypus boharti	antimicrobial activity	Actinomycetota	Kitasatosporales	Streptomyces	Hymenoptera	Crabronidae	Candidatus Streptomyces philanthi provides protection for the beewolf larva against pathogens by producing a cocktail of antibiotic substances.	10.1111/j.1365-3032.2010.00729.x		PHYSIOLOGICAL ENTOMOLOGY	2
d__Bacteria; p__Actinomycetota; c__*; o__Kitasatosporales; f__*; g__Streptomyces; s__*	Philanthus	other	Actinomycetota	Kitasatosporales	Streptomyces	Hymenoptera	Crabronidae	Candidatus Streptomyces philanthi is incorporated into the larval cocoon for protection against pathogens.	10.1038/NCHEMBIO.331		NATURE CHEMICAL BIOLOGY	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__Arsenophonus nasoniae	Nasonia vitripennis	male killing	Pseudomonadota	Enterobacterales	Arsenophonus	Hymenoptera	Pteromalidae	Arsenophonus nasoniae causes male-killing.	10.1111/j.1365-2583.2009.00963.x	GISB0069,GISB0070,GISB0071,GISB0072,GISB0073,GISB0074,GISB0075,GISB0076,GISB0077,GISB0078,GISB0079,GISB0080,GISB0081,GISB0082,GISB0083,GISB0084,GISB0085,GISB0086,GISB0087,GISB0088,GISB0089,GISB0090,GISB0091,GISB0092,GISB0093,GISB0094,GISB0095,GISB0096,GISB0097,GISB0098,GISB0099,GISB0100,GISB0101,GISB0102,GISB0103,GISB0104,GISB0105,GISB0106,GISB0107,GISB0108,GISB0109,GISB0110,GISB0111,GISB0112,GISB0113,GISB0114,GISB0115,GISB0116,GISB0117,GISB0118,GISB0119,GISB0120,GISB0121,GISB0122,GISB0123,GISB0124,GISB0125,GISB0126,GISB0127,GISB0128,GISB0129,GISB0130,GISB0131,GISB0132,GISB0133,GISB0134,GISB0135,GISB0136,GISB0137,GISB0138,GISB0139,GISB0140,GISB0141,GISB0142,GISB0143,GISB0144,GISB0145,GISB0146,GISB0147,GISB0148,GISB0149,GISB0150,GISB0151,GISB0152,GISB0153,GISB0154,GISB0155,GISB0156,GISB0157,GISB0158,GISB0159,GISB0160,GISB0161,GISB0162,GISB0163,GISB0164,GISB0165,GISB0166,GISB0167,GISB0168,GISB0169,GISB0170,GISB0171,GISB0172,GISB0173,GISB0174,GISB0175,GISB0176,GISB0177,GISB0178,GISB0179,GISB0180,GISB0181,GISB0182,GISB0183,GISB0184,GISB0185,GISB0186,GISB0187,GISB0188,GISB0189,GISB0190,GISB0191,GISB0192,GISB0193,GISB0194,GISB0195,GISB0196,GISB0197,GISB0198,GISB0199,GISB0200,GISB0201,GISB0202,GISB0203,GISB0204,GISB0205,GISB0206,GISB0207,GISB0208,GISB0209,GISB0210,GISB0211,GISB0212	INSECT MOLECULAR BIOLOGY	4
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Buchnera; s__*	Aphis fabae	amino acid provision	Pseudomonadota	Enterobacterales	Buchnera	Hemiptera	Aphididae	Buchnera is the source of tryptophan, a key amino acid for the embryo growth of the host aphid.	10.1111/j.1570-7458.2009.00953.x		ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Buchnera; s__Buchnera aphidicola	Macrosiphum euphorbiae	plant defense modulation	Pseudomonadota	Enterobacterales	Buchnera	Hemiptera	Aphididae	Buchnera aphidicola expression patterns, influenced by the host plant, may contribute to the differential adaptation of aphids to host plant resistance.	10.1016/j.jinsphys.2009.12.001		JOURNAL OF INSECT PHYSIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Aedes aegypti	pathogen resistance	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Culicidae	Wolbachia limits infection with dengue, Chikungunya, and Plasmodium in Aedes aegypti but also halves the adult lifespan.	10.1016/j.cell.2009.11.042		CELL	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Aedes aegypti	lifespan modulation	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Culicidae	Wolbachia limits infection with dengue, Chikungunya, and Plasmodium in Aedes aegypti but also halves the adult lifespan.	10.1016/j.cell.2009.11.042		CELL	3
