ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Transmission mode	Function	Function Tag	Related Data	Genome ID	Reference	doi	Journal	Year	Note	Country	Collect Location
RISB2452	Symbiont	Phthiraptera	Pediculidae	None	Pediculus humanus humanus	Pseudomonadota	Enterobacterales	Candidatus Riesia	Genus	Candidatus Riesia	Candidatus Riesia pediculicola	Bacteria	None	None	Candidatus Riesia pediculicola supplements the body louse's nutritionally deficient blood diet.	amino acid provision,vitamin supplementation	NC_014109,NC_013962	None	Genome sequences of the human body louse and its primary endosymbiont provide insights into the permanent parasitic lifestyle	10.1073/pnas.1003379107	Proceedings of the National Academy of Sciences of the United States of America	2010	None	USA	the University of Massachusetts, Amherst, MA
RISB2453	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera aphidicola	Bacteria	Intracellular	Vertical	Buchnera aphidicola complements aphid genes in purine metabolism, and the bacterium can meet its nucleotide requirement from aphid-derived guanosine.	amino acid provision	None	None	Genomic evidence for complementary purine metabolism in the pea aphid, Acyrthosiphon pisum, and its symbiotic bacterium Buchnera aphidicola	10.1111/j.1365-2583.2009.00945.x	INSECT MOLECULAR BIOLOGY	2010	None	USA	Boyce Thompson Institute, Ithaca, NY 14853, USA
RISB2454	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera aphidicola	Bacteria	Intracellular	Vertical	Buchnera aphidicola (APS) produces arginine, compensating for the pea aphid's lack of capacity to synthesize this amino acid.	amino acid provision	None	None	Genomic insight into the amino acid relations of the pea aphid, Acyrthosiphon pisum, with its symbiotic bacterium Buchnera aphidicola	10.1111/j.1365-2583.2009.00942.x	INSECT MOLECULAR BIOLOGY	2010	None	USA	Boyce Thompson Institute, Ithaca, NY 14853, USA
RISB2455	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera exigua	None	None	None	None	None	gut bacteria	Bacteria	None	None	Gut bacteria (midgut bacterial overload) confers an advantage against certain entomopathogens such as B. thuringiensis.	pathogen resistance	None	None	Increase in midgut microbiota load induces an  apparent immune priming and increases tolerance to Bacillus thuringiensis	10.1111/j.1462-2920.2010.02241.x	Environmental Microbiology	2010	None	Spain	different regions from the south of Spain
RISB2456	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Pseudomonadota	Aeromonadales	Aeromonas	Genus	Aeromonas	Aeromonas sp.	Bacteria	None	None	Aeromonas sp. is able to utilize CM-cellulose and xylan, indicating degradation capabilities for various carbohydrates including pectin and starch.	cellulose hydrolysis,xylan hydrolysis,carbohydrate metabolism,pectin hydrolysis	None	None	Isolation and characterization of bacteria from the gut of Bombyx mori that degrade cellulose, xylan, pectin and starch and their impact on digestion	10.1673/031.010.10701	Journal of Insect Science (Online)	2010	None	India	the Central Sericulture Research Institute, Samayanallur, South India
RISB2457	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus circulans	Bacteria	Intracellular	Vertical	Bacillus circulans degrades cellulose, xylan, pectin, and starch.	cellulose hydrolysis,xylan hydrolysis,carbohydrate metabolism,pectin hydrolysis	None	None	Isolation and characterization of bacteria from the gut of Bombyx mori that degrade cellulose, xylan, pectin and starch and their impact on digestion	10.1673/031.010.10701	Journal of Insect Science (Online)	2010	None	India	the Central Sericulture Research Institute, Samayanallur, South India
RISB2458	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter freundii	Bacteria	None	None	Citrobacter freundii degrades cellulose, xylan, pectin, and starch.	cellulose hydrolysis,xylan hydrolysis,carbohydrate metabolism,pectin hydrolysis	None	None	Isolation and characterization of bacteria from the gut of Bombyx mori that degrade cellulose, xylan, pectin and starch and their impact on digestion	10.1673/031.010.10701	Journal of Insect Science (Online)	2010	None	India	the Central Sericulture Research Institute, Samayanallur, South India
RISB2459	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella pneumoniae	Bacteria	Extracellular	Horizontal	Klebsiella pneumoniae degrades cellulose, xylan, pectin, and starch.	cellulose hydrolysis,xylan hydrolysis,carbohydrate metabolism,pectin hydrolysis	None	None	Isolation and characterization of bacteria from the gut of Bombyx mori that degrade cellulose, xylan, pectin and starch and their impact on digestion	10.1673/031.010.10701	Journal of Insect Science (Online)	2010	None	India	the Central Sericulture Research Institute, Samayanallur, South India
RISB2460	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Pseudomonadota	Enterobacterales	Proteus	Genus	Proteus	Proteus vulgaris	Bacteria	Extracellular	Horizontal	Proteus vulgaris degrades cellulose, xylan, pectin, and starch.	cellulose hydrolysis,xylan hydrolysis,carbohydrate metabolism,pectin hydrolysis	None	None	Isolation and characterization of bacteria from the gut of Bombyx mori that degrade cellulose, xylan, pectin and starch and their impact on digestion	10.1673/031.010.10701	Journal of Insect Science (Online)	2010	None	India	the Central Sericulture Research Institute, Samayanallur, South India
RISB2461	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia liquefaciens	Bacteria	None	None	Serratia liquefaciens is able to utilize three polysaccharides, including CM-cellulose, xylan, and pectin.	cellulose hydrolysis,xylan hydrolysis	None	None	Isolation and characterization of bacteria from the gut of Bombyx mori that degrade cellulose, xylan, pectin and starch and their impact on digestion	10.1673/031.010.10701	Journal of Insect Science (Online)	2010	None	India	the Central Sericulture Research Institute, Samayanallur, South India
RISB2462	Symbiont	Lepidoptera	Nymphalidae	Nymphalinae	Hypolimnas bolina	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia causes male-killing, in which the symbionts kill the male progeny of infected females.	male killing	None	None	Male-Killing Wolbachia in the Butterfly Hypolimnas bolina	10.1007/978-3-642-12340-5_13	Evolutionary Biology	2010	None	None	None
RISB2463	Symbiont	Coleoptera	Chrysomelidae	Galerucinae	Diabrotica virgifera virgifera	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia mediates the down-regulation of many maize defenses via its insect host.	plant defense modulation	None	None	Microbial Symbionts in Insects Influence Down-Regulation of Defense Genes in Maize	10.1371/journal.pone.0011339	PLOS ONE	2010	None	USA	provided by Dr. Bruce Hibbard at the USDA-ARS in Columbia, MO
RISB2464	Symbiont	Coleoptera	Chrysomelidae	Galerucinae	Diabrotica virgifera virgifera	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia influences the down-regulation of defense genes in maize.	plant defense modulation	None	None	Microbial symbionts in insects influence down-regulation of defense genes in maize	10.1371/journal.pone.0011339	PLOS ONE	2010	None	USA	provided by Dr. Bruce Hibbard at the USDA-ARS in Columbia, MO
RISB2465	Symbiont	Coleoptera	Chrysomelidae	Galerucinae	Diabrotica virgifera	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia sp.	Bacteria	Extracellular	Vertical	Wolbachia sp. mediates the silencing of maize (host plant) defense induction via its insect host.	plant defense modulation	None	None	Microbial symbionts in insects influence down-regulation of defense genes in maize	10.1371/journal.pone.0011339	PLOS ONE	2010	None	USA	provided by Dr. Bruce Hibbard at the USDA-ARS in Columbia, MO
RISB2466	Symbiont	Hemiptera	Lygaeidae	Ischnorhynchinae	Kleidocerys resedae	Pseudomonadota	Enterobacterales	Candidatus Kleidoceria	Genus	Candidatus Kleidoceria	Candidatus Kleidoceria schneideri	Bacteria	Extracellular	Vertical	None	None	None	None	Molecular characterization and localization of the obligate endosymbiotic bacterium in the birch catkin bug Kleidocerys resedae (Heteroptera: Lygaeidae, Ischnorhynchinae)	10.1111/j.1574-6941.2010.00890.x	FEMS MICROBIOLOGY ECOLOGY	2010	None	Germany	the university campus of Bayreuth
RISB2467	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius coccus	Pseudomonadota	Rhodocyclales	Candidatus Dactylopiibacterium	Genus	Candidatus Dactylopiibacterium	Candidatus Dactylopiibacterium carminicum	Bacteria	Extracellular	None	None	None	None	None	Molecular phylogeny of the genus Dactylopius (Hemiptera: Dactylopiidae) and identification of the symbiotic bacteria	10.1603/EN10037	ENVIRONMENTAL ENTOMOLOGY	2010	None	Mexico	Oaxaca
RISB2468	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius ceylonicus	Pseudomonadota	Rhodocyclales	Candidatus Dactylopiibacterium	Genus	Candidatus Dactylopiibacterium	Candidatus Dactylopiibacterium carminicum	Bacteria	Extracellular	None	None	None	None	None	Molecular phylogeny of the genus Dactylopius (Hemiptera: Dactylopiidae) and identification of the symbiotic bacteria	10.1603/EN10037	ENVIRONMENTAL ENTOMOLOGY	2010	None	Mexico	Mexico state
RISB2469	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius confusus	Pseudomonadota	Rhodocyclales	Candidatus Dactylopiibacterium	Genus	Candidatus Dactylopiibacterium	Candidatus Dactylopiibacterium carminicum	Bacteria	Extracellular	None	None	None	None	None	Molecular phylogeny of the genus Dactylopius (Hemiptera: Dactylopiidae) and identification of the symbiotic bacteria	10.1603/EN10037	ENVIRONMENTAL ENTOMOLOGY	2010	None	Mexico	Tlaxcala
RISB2470	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius opuntiae	Pseudomonadota	Rhodocyclales	Candidatus Dactylopiibacterium	Genus	Candidatus Dactylopiibacterium	Candidatus Dactylopiibacterium carminicum	Bacteria	Extracellular	None	None	None	None	None	Molecular phylogeny of the genus Dactylopius (Hemiptera: Dactylopiidae) and identification of the symbiotic bacteria	10.1603/EN10037	ENVIRONMENTAL ENTOMOLOGY	2010	None	Mexico, Brazil	Michoacán and Querétaro；Brazil, Pernambuco state
RISB2471	Symbiont	Diptera	Glossinidae	None	Glossina morsitans	Pseudomonadota	Enterobacterales	Sodalis	Genus	Sodalis	Sodalis glossinidius	Bacteria	None	None	Sodalis glossinidius retains a thiamine ABC transporter ($tbpAthiPQ$) believed to salvage thiamine.	other	None	None	Nutrient provisioning facilitates homeostasis between tsetse fly (Diptera: Glossinidae) symbionts	10.1098/rspb.2010.0364	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	2010	None	USA	West Virginia University
RISB2472	Symbiont	Diptera	Glossinidae	None	Glossina morsitans	Pseudomonadota	Enterobacterales	Wigglesworthia	Genus	Wigglesworthia	Wigglesworthia glossinidia	Bacteria	Intracellular	Vertical	Wigglesworthia glossinidia can synthesize thiamine.	chemical biosynthesis	None	None	Nutrient provisioning facilitates homeostasis between tsetse fly (Diptera: Glossinidae) symbionts	10.1098/rspb.2010.0364	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	2010	None	USA	West Virginia University
RISB2473	Symbiont	Lepidoptera	Gracillariidae	Lithocolletinae	Phyllonorycter blancardella	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	Wolbachia (possibly) manipulates the physiology of its host plant, resulting in the green-island phenotype.	other	None	None	Plant green-island phenotype induced by leaf-miners is mediated by bacterial symbionts	10.1098/rspb.2010.0214	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	2010	None	France	Institut de Recherche sur la Biologie de l'Insecte, UMR CNRS 6035, Université François Rabelais, 37200 Tours, France
RISB2474	Symbiont	Lepidoptera	Gracillariidae	Lithocolletinae	Phyllonorycter blancardella	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia sp.	Bacteria	Intracellular and Extracellular	Vertical	Wolbachia sp. maintains chlorophyll and a nutrient-rich "green island" (insect feeding site) in senescent leaves of the host plant to increase host insect fitness.	other	None	None	Plant green-island phenotype induced by leaf-miners is mediated by bacterial symbionts	10.1098/rspb.2010.0214	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	2010	None	France	Institut de Recherche sur la Biologie de l'Insecte, UMR CNRS 6035, Université François Rabelais, 37200 Tours, France
RISB2475	Symbiont	Hymenoptera	Eulophidae	Eulophinae	Pnigalio soemius	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	Vertical	Rickettsia causes parthenogenetic reproduction in the parasitoid wasp.	parthenogenesis	None	None	Rickettsia symbionts cause parthenogenetic reproduction in the parasitoid wasp Pnigalio soemius (Hymenoptera: Eulophidae)	10.1128/AEM.03154-09	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2010	None	Italy	the field from plants of the common wormwood (Artemisia vulgaris) in Usseaux, Torino, Italy
RISB2476	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Pieris rapae	None	None	None	None	None	gut bacteria	Bacteria	None	None	Gut bacteria (in the larval midgut) contribute to resistance against invasion.	stress resistance	DQ342363-DQ343128, DQ349068-DQ349097, DQ537959-DQ538132, EU352364-EU352599, EU984512	None	Robustness of the Bacterial Community in the Cabbage White Butterfly Larval Midgut	10.1007/s00248-009-9595-8	Microbial Ecology	2010	None	USA	 Carolina Biological Supply Company (Burlington, NC, USA)
RISB2477	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila hydei	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma	Bacteria	Intracellular	Vertical	Spiroplasma enhances the survival of Drosophila hydei when attacked by the parasitic wasp Leptopilina heterotoma.	natural enemy resistance	None	None	Spiroplasma bacteria enhance survival of Drosophila hydei attacked by the parasitic wasp Leptopilina heterotoma	10.1371/journal.pone.0012149	PLOS ONE	2010	None	USA	College Station, TX, USA
RISB2478	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Legionellales	Rickettsiella	Genus	Rickettsiella	Rickettsiella	Bacteria	Intracellular	Vertical	Rickettsiella changes the insects' body color from red to green in natural populations.	pigmentation alteration	None	None	Symbiotic bacterium modifies aphid body color	10.1126/science.1195463	SCIENCE	2010	None	France, England	Rennes,Toulouse,Niort in France；York in UK
RISB2479	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Pseudomonadota	Legionellales	Rickettsiella	Genus	Rickettsiella	Rickettsiella	Bacteria	None	None	Rickettsiella changes the insects' body color from red to green by increasing blue-green polycyclic quinones while having less effect on yellow-red carotenoid pigments.	pigmentation alteration	None	None	Symbiotic Bacterium Modifies Aphid Body Color	10.1126/science.1195463	SCIENCE	2010	None	France, England	Rennes,Toulouse,Niort in France；York in UK
RISB2480	Symbiont	Hymenoptera	Crabronidae	Philanthinae	Trachypus denticollis	Actinomycetota	Kitasatosporales	Streptomyces	Genus	Streptomyces	Candidatus Streptomyces philanthi	Bacteria	Extracellular	None	Candidatus Streptomyces philanthi provides protection for the beewolf larva against pathogens by producing a cocktail of antibiotic substances.	antimicrobial activity	GU721171,GU721172,GU721173	None	Symbiotic streptomycetes in antennal glands of the South American digger wasp genus Trachypus (Hymenoptera, Crabronidae)	10.1111/j.1365-3032.2010.00729.x	PHYSIOLOGICAL ENTOMOLOGY	2010	None	Chile	 Quilpue (Valparaiso, Norte Chico, Chile)
RISB2481	Symbiont	Hymenoptera	Crabronidae	Philanthinae	Trachypus boharti	Actinomycetota	Kitasatosporales	Streptomyces	Genus	Streptomyces	Candidatus Streptomyces philanthi	Bacteria	Extracellular	None	Candidatus Streptomyces philanthi provides protection for the beewolf larva against pathogens by producing a cocktail of antibiotic substances.	antimicrobial activity	GU721169,GU721170	None	Symbiotic streptomycetes in antennal glands of the South American digger wasp genus Trachypus (Hymenoptera, Crabronidae)	10.1111/j.1365-3032.2010.00729.x	PHYSIOLOGICAL ENTOMOLOGY	2010	None	Brazil	 Bauru (São Paulo state, Brazil)
RISB2482	Symbiont	Hymenoptera	Crabronidae	Philanthinae	Philanthus	Actinomycetota	Kitasatosporales	Streptomyces	Genus	Candidatus	Candidatus Streptomyces philanthi	Bacteria	None	None	Candidatus Streptomyces philanthi is incorporated into the larval cocoon for protection against pathogens.	other	None	None	Symbiotic streptomycetes provide antibiotic combination prophylaxis for wasp offspring	10.1038/NCHEMBIO.331	NATURE CHEMICAL BIOLOGY	2010	None	Germnay	 the University of Regensburg
RISB2483	Symbiont	Hymenoptera	Pteromalidae	Pteromalinae	Nasonia vitripennis	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus nasoniae	Bacteria	Intracellular	Vertical	Arsenophonus nasoniae causes male-killing.	male killing	FN545141-FN545284	GISB0069,GISB0070,GISB0071,GISB0072,GISB0073,GISB0074,GISB0075,GISB0076,GISB0077,GISB0078,GISB0079,GISB0080,GISB0081,GISB0082,GISB0083,GISB0084,GISB0085,GISB0086,GISB0087,GISB0088,GISB0089,GISB0090,GISB0091,GISB0092,GISB0093,GISB0094,GISB0095,GISB0096,GISB0097,GISB0098,GISB0099,GISB0100,GISB0101,GISB0102,GISB0103,GISB0104,GISB0105,GISB0106,GISB0107,GISB0108,GISB0109,GISB0110,GISB0111,GISB0112,GISB0113,GISB0114,GISB0115,GISB0116,GISB0117,GISB0118,GISB0119,GISB0120,GISB0121,GISB0122,GISB0123,GISB0124,GISB0125,GISB0126,GISB0127,GISB0128,GISB0129,GISB0130,GISB0131,GISB0132,GISB0133,GISB0134,GISB0135,GISB0136,GISB0137,GISB0138,GISB0139,GISB0140,GISB0141,GISB0142,GISB0143,GISB0144,GISB0145,GISB0146,GISB0147,GISB0148,GISB0149,GISB0150,GISB0151,GISB0152,GISB0153,GISB0154,GISB0155,GISB0156,GISB0157,GISB0158,GISB0159,GISB0160,GISB0161,GISB0162,GISB0163,GISB0164,GISB0165,GISB0166,GISB0167,GISB0168,GISB0169,GISB0170,GISB0171,GISB0172,GISB0173,GISB0174,GISB0175,GISB0176,GISB0177,GISB0178,GISB0179,GISB0180,GISB0181,GISB0182,GISB0183,GISB0184,GISB0185,GISB0186,GISB0187,GISB0188,GISB0189,GISB0190,GISB0191,GISB0192,GISB0193,GISB0194,GISB0195,GISB0196,GISB0197,GISB0198,GISB0199,GISB0200,GISB0201,GISB0202,GISB0203,GISB0204,GISB0205,GISB0206,GISB0207,GISB0208,GISB0209,GISB0210,GISB0211,GISB0212	The draft genome sequence of Arsenophonus nasoniae, son-killer bacterium of Nasonia vitripennis, reveals genes associated with virulence and symbiosis	10.1111/j.1365-2583.2009.00963.x	INSECT MOLECULAR BIOLOGY	2010	None	None	None
RISB2484	Symbiont	Hemiptera	Aphididae	Aphidinae	Aphis fabae	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera	Bacteria	Intracellular	Vertical	Buchnera is the source of tryptophan, a key amino acid for the embryo growth of the host aphid.	amino acid provision	None	None	The role of intracellular symbiotic bacteria in the amino acid nutrition of embryos from the black bean aphid, Aphis fabae	10.1111/j.1570-7458.2009.00953.x	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2010	None	Ireland	UCD School of Biology and Environmental Science, University College Dublin, Belfield, Dublin 4, Ireland
RISB2485	Symbiont	Hemiptera	Aphididae	Aphidinae	Macrosiphum euphorbiae	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera aphidicola	Bacteria	Intracellular	None	Buchnera aphidicola expression patterns, influenced by the host plant, may contribute to the differential adaptation of aphids to host plant resistance.	plant defense modulation	None	None	Tritrophic interactions among Macrosiphum euphorbiae aphids, their host plants and endosymbionts: investigation by a proteomic approach	10.1016/j.jinsphys.2009.12.001	JOURNAL OF INSECT PHYSIOLOGY	2010	None	France, Germany	France，Germany
RISB2486	Symbiont	Diptera	Culicidae	Culicinae	Aedes aegypti	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia limits infection with dengue, Chikungunya, and Plasmodium in Aedes aegypti but also halves the adult lifespan.	pathogen resistance,lifespan modulation	None	None	A Wolbachia symbiont in Aedes aegypti limits infection with dengue, Chikungunya, and Plasmodium	10.1016/j.cell.2009.11.042	CELL	2009	None	Australia	Cairns, Australia
RISB2487	Amplicon	Hymenoptera	Formicidae	None	ant insects	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	Gut bacteria could compensate for the lack of sufficient nitrogen in their hosts' diets.	nitrogen fixation	FJ477550-FJ477680,GQ275098-GQ275146	None	Bacterial gut symbionts are tightly linked with the evolution of herbivory in ants	10.1073/pnas.0907926106	Proceedings of the National Academy of Sciences of the United States of America	2009	None	USA	Department of Organismic and Evolutionary Biology, Harvard University, 26 Oxford Street, Cambridge, MA
RISB2488	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus subtilis	Bacteria	None	None	Bacillus subtilis allows the insect to adapt to plants rich in protease inhibitors, minimizing their harmful consequences.	detoxification enzymes	None	None	Characterization and Identification of Proteolytic Bacteria From the Gut of the Velvetbean Caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2489	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus cereus	Bacteria	None	None	Bacillus cereus allows the insect to adapt to plants rich in protease inhibitors, minimizing their harmful consequences.	detoxification enzymes	None	None	Characterization and Identification of Proteolytic Bacteria From the Gut of the Velvetbean Caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2490	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus subtilis	Bacteria	Extracellular	None	Bacillus subtilis exhibits protein hydrolase activity for proteases, serine proteases, and cysteine proteases.	protein degradation	None	None	Characterization and identification of proteolytic bacteria from the gut of the velvetbean caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2491	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus cereus	Bacteria	Extracellular	None	Bacillus cereus exhibits protein hydrolase activity for proteases, serine proteases, and cysteine proteases.	protein degradation	None	None	Characterization and identification of proteolytic bacteria from the gut of the velvetbean caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2492	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus	Bacteria	Extracellular	Vertical	Bacillus counteracts anti-herbivore plant defenses.	plant defense modulation	None	None	Characterization and Identification of Proteolytic Bacteria From the Gut of the Velvetbean Caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2493	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus gallinarum	Bacteria	Extracellular	Mixed-mode	Enterococcus gallinarum allows the insect to adapt to plants rich in protease inhibitors, minimizing their harmful consequences.	detoxification enzymes	None	None	Characterization and Identification of Proteolytic Bacteria From the Gut of the Velvetbean Caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2494	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	Extracellular	Mixed-mode	Enterococcus mundtii allows the insect to adapt to plants rich in protease inhibitors, minimizing their harmful consequences.	detoxification enzymes	None	None	Characterization and Identification of Proteolytic Bacteria From the Gut of the Velvetbean Caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2495	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus gallinarum	Bacteria	Extracellular	None	Enterococcus gallinarum exhibits protein hydrolase activity for proteases, serine proteases, and cysteine proteases.	protein degradation	None	None	Characterization and identification of proteolytic bacteria from the gut of the velvetbean caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2496	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus mundtii	Bacteria	Extracellular	None	Enterococcus mundtii exhibits protein hydrolase activity for proteases, serine proteases, and cysteine proteases.	protein degradation	None	None	Characterization and identification of proteolytic bacteria from the gut of the velvetbean caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2497	Symbiont	Lepidoptera	Erebidae	Erebinae	Anticarsia gemmatalis	Bacillota	Bacillales	Staphylococcus	Genus	Staphylococcus	Staphylococcus xylosus	Bacteria	None	None	Staphylococcus xylosus allows the insect to adapt to plants rich in protease inhibitors, minimizing their harmful consequences.	detoxification enzymes	None	None	Characterization and Identification of Proteolytic Bacteria From the Gut of the Velvetbean Caterpillar (Lepidoptera: Noctuidae)	10.1603/022.038.0415	ENVIRONMENTAL ENTOMOLOGY	2009	None	Brazil	 the Soybean National Research Center of the Brazilian Agricultural Research Corporation (CNP Soja, EMBRAPA, Londrina, Brazil)
RISB2498	Symbiont	Hemiptera	Cicadidae	None	Cicadidae species	Bacteroidota	Flavobacteriales	Candidatus Karelsulcia	Genus	Candidatus Karelsulcia	Sulcia muelleri	Bacteria	None	None	Sulcia muelleri supports the production of eight of the 10 essential amino acids (arginine, phenylalanine, tryptophan, lysine, threonine, isoleucine, leucine, and valine).	amino acid provision	None	None	Convergent evolution of metabolic roles in bacterial co-symbionts of insects	10.1073/pnas.0906424106	Proceedings of the National Academy of Sciences of the United States of America	2009	None	USA	Tucson, Arizona
